O,N,B,S,P,SSA,PV,RMIC,Dap,ID/IG,M,Anion,CC,AML,PW,CD,Cs
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,1.0,43.4
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,2.0,38.9
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,3.0,36.5
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,4.0,34.8
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,5.0,33.2
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,7.0,30.2
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,10.0,26.7
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,15.0,24.7
7.71,0.0,0.0,0.0,0.0,804.0,0.315,0.6218905472636815,1.5671641791044777,0.97,1,SO4,stainless-steel mesh,1.2,1.6,20.0,21.6
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,0.5,177.7
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,1.0,148.5
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,2.0,135.5
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,3.0,127.9
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,4.0,122.1
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,5.0,117.0
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,7.0,107.5
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,10.0,102.9
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,15.0,91.3
8.06,0.0,0.0,0.0,0.0,1770.0,0.721,0.576271186440678,1.6293785310734463,1.1,1,SO4,stainless-steel mesh,1.2,1.6,20.0,85.5
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,0.5,108.2
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,1.0,96.6
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,2.0,86.9
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,3.0,82.0
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,4.0,78.7
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,5.0,75.2
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,7.0,72.0
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,10.0,67.1
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,15.0,60.5
9.3,0.0,0.0,0.0,0.0,1781.0,0.784,0.5334081976417743,1.7608085345311624,1.18,1,SO4,stainless-steel mesh,1.2,1.6,20.0,57.0
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,0.05,108.5
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,0.1,85.9
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,0.2,73.1
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,0.3,68.7
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,0.5,65.0
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,1.0,60.8
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,2.0,55.3
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,3.0,52.7
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,5.0,49.2
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,10.0,44.5
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,15.0,41.6
6.99,1.59,0.0,0.0,0.0,2465.9,1.29,0.0,2.092542276653554,0.912,2,SO4,nickel foam,2.0,1.8,20.0,41.0
7.87,1.93,0.0,4.0,0.0,3082.0,1.42,0.0,1.8429591174561972,1.72,2,SO4,stainless-steel mesh,1.5,1.6,0.2,142.7
7.87,1.93,0.0,4.0,0.0,3082.0,1.42,0.0,1.8429591174561972,1.72,2,SO4,stainless-steel mesh,1.5,1.6,0.5,125.0
7.87,1.93,0.0,4.0,0.0,3082.0,1.42,0.0,1.8429591174561972,1.72,2,SO4,stainless-steel mesh,1.5,1.6,1.0,109.6
7.87,1.93,0.0,4.0,0.0,3082.0,1.42,0.0,1.8429591174561972,1.72,2,SO4,stainless-steel mesh,1.5,1.6,2.0,97.2
7.87,1.93,0.0,4.0,0.0,3082.0,1.42,0.0,1.8429591174561972,1.72,2,SO4,stainless-steel mesh,1.5,1.6,3.0,89.9
7.87,1.93,0.0,4.0,0.0,3082.0,1.42,0.0,1.8429591174561972,1.72,2,SO4,stainless-steel mesh,1.5,1.6,5.0,82.7
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,0.1,189.4
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,0.2,154.5
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,0.5,131.5
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,1.0,130.4
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,2.0,117.9
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,3.0,112.3
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,4.0,107.7
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,5.0,104.9
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,7.0,102.2
3.9,9.7,0.0,0.0,0.0,844.0,0.41,0.773696682464455,1.9431279620853081,0.99,1,SO4,freestanding,1.0,2.0,10.0,100.3
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,0.2,104.9
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,0.5,91.0
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,1.0,84.9
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,2.0,78.2
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,3.0,74.2
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,4.0,70.8
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,5.0,68.5
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,10.0,60.3
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,15.0,56.5
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,20.0,52.1
4.81,1.09,0.0,0.0,0.0,972.4,1.67,0.229020979020979,6.869600987248046,0.82,2,SO4,stainless-steel mesh,2.5,1.6,30.0,44.8
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,0.2,132.9
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,0.5,114.4
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,1.0,108.9
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,2.0,99.4
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,3.0,95.6
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,4.0,91.1
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,5.0,89.9
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,10.0,83.3
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,15.0,80.8
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,20.0,76.6
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,30.0,73.3
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,40.0,68.8
4.89,1.74,0.0,0.0,0.0,1666.8,2.42,0.10685145188384929,5.807535397168227,0.88,2,SO4,stainless-steel mesh,2.5,1.6,50.0,65.2
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,0.2,67.8
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,0.5,59.8
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,1.0,56.8
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,2.0,53.2
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,3.0,51.7
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,4.0,49.9
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,5.0,49.2
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,10.0,45.5
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,15.0,43.7
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,20.0,41.1
6.42,2.75,0.0,0.0,0.0,1301.6,3.04,0.0971880762138906,9.342347879532884,0.92,2,SO4,stainless-steel mesh,2.5,1.6,30.0,37.4
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,0.1,52.9
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,0.2,48.7
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,0.5,43.8
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,1.0,40.0
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,2.0,36.5
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,5.0,31.4
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,10.0,26.9
4.77,0.0,0.0,0.0,0.0,1644.0,0.96,0.5708333333333334,2.335766423357664,1.06,1,SO4,freestanding,1.77,1.6,20.0,21.4
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,0.1,103.2
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,0.2,93.7
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,0.5,85.3
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,1.0,80.3
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,2.0,74.7
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,5.0,68.2
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,10.0,61.0
4.43,2.62,0.0,0.0,2.14,2038.0,1.29,0.3317829457364341,2.5318940137389596,1.12,1,SO4,freestanding,1.77,1.6,20.0,52.8
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,0.1,230.0
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,0.2,165.0
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,0.5,150.0
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,1.0,137.0
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,2.0,127.0
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,5.0,122.0
9.1,3.1,0.0,0.0,0.0,1055.0,0.95,0.3684210526315789,3.6018957345971563,1.06,2,SO4,stainless-steel mesh,1.0,1.7,10.0,118.0
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,0.5,181.0
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,1.0,153.3
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,2.0,137.2
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,3.0,130.2
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,5.0,121.7
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,10.0,110.4
6.1,7.2,0.0,0.0,0.0,1843.0,1.1,0.3090909090909091,2.387411828540423,1.01,2,SO4,stainless-steel mesh,1.0,1.6,15.0,104.0
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,0.5,110.0
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,1.0,97.8
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,2.0,89.8
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,3.0,84.9
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,5.0,78.4
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,10.0,67.2
4.2,6.3,0.0,0.0,0.0,543.0,0.9,0.11111111111111112,6.629834254143646,0.99,2,SO4,stainless-steel mesh,1.0,1.6,15.0,58.2
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,0.5,98.0
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,1.0,81.7
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,2.0,72.2
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,3.0,67.0
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,5.0,60.7
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,10.0,50.9
10.8,5.7,0.0,0.0,0.0,1454.0,0.83,0.10843373493975904,2.283356258596974,1.05,2,SO4,stainless-steel mesh,1.0,1.6,15.0,45.1
9.33,6.25,0.0,0.0,0.0,1021.0,1.07,0.6797257590597453,4.191968658178257,0.84,3,OTf,stainless-steel mesh,10.0,1.8,0.2,122.3
9.33,6.25,0.0,0.0,0.0,1021.0,1.07,0.6797257590597453,4.191968658178257,0.84,3,OTf,stainless-steel mesh,10.0,1.8,0.5,108.1
9.33,6.25,0.0,0.0,0.0,1021.0,1.07,0.6797257590597453,4.191968658178257,0.84,3,OTf,stainless-steel mesh,10.0,1.8,1.0,103.8
9.33,6.25,0.0,0.0,0.0,1021.0,1.07,0.6797257590597453,4.191968658178257,0.84,3,OTf,stainless-steel mesh,10.0,1.8,2.0,94.2
